time,acc
0.00572,0.20729
0.00574,-0.24105
0.00576,-0.45736
0.00578,0.21517
0.0058,-0.68301
0.00582,0.12253
0.00584,-0.91271
0.00586,-0.25001
0.00588,-0.46383
0.0059,-0.24859
0.00592,-0.25833
0.00594,-0.86216
0.00596,0.13223
0.00598,-0.70092
0.006,0.19072
0.00602,-0.45203
0.00604,-0.25932
0.00606,-0.33163
0.00608,-0.49515
0.0061,-0.0020254
0.00612,-0.84803
0.00614,-0.1442
0.00616,-0.92002
0.00618,-0.26036
0.0062,-0.69901
0.00622,-0.70414
0.00624,-0.5419
0.00626,-0.91583
0.00628,-0.11334
0.0063,-0.74783
0.00632,0.091267
0.00634,-0.46807
0.00636,0.25871
0.00638,0.44232
0.0064,0.72875
0.00642,0.73759
0.00644,-0.26311
0.00646,0.12444
0.00648,-0.8296
0.0065,-0.25139
0.00652,-0.19418
0.00654,0.009425
0.00656,-0.045541
0.00658,0.21149
0.0066,0.51488
0.00662,0.55078
0.00664,1.1122
0.00666,0.97946
0.00668,1.1669
0.0067,0.73191
0.00672,0.94543
0.00674,0.8253
0.00676,0.99653
0.00678,0.87119
0.0068,0.42195
0.00682,0.42895
0.00684,0.052966
0.00686,0.52275
0.00688,0.18681
0.0069,0.20559
0.00692,0.21637
0.00694,0.3234
0.00696,0.64576
0.00698,0.25911
0.007,0.71783
0.00702,0.36773
0.00704,0.56309
0.00706,0.39007
0.00708,0.36777
0.0071,0.38096
0.00712,0.0099516
0.00714,0.36299
0.00716,-0.063105
0.00718,0.27204
0.0072,-0.10354
0.00722,0.28545
0.00724,0.024652
0.00726,0.11579
0.00728,0.24911
0.0073,-0.67889
0.00732,-0.13346
0.00734,-0.70334
0.00736,0.013028
0.00738,-0.50451
0.0074,-0.42016
0.00742,-0.32365
0.00744,-0.8166
0.00746,-0.1305
0.00748,-1.0035
0.0075,-0.24644
0.00752,-0.91767
0.00754,-0.48366
0.00756,-0.68348
0.00758,-0.81375
0.0076,-0.28492
0.00762,-0.90543
0.00764,-0.15212
0.00766,-1.6645
0.00768,-0.69534
0.0077,-1.7781
0.00772,-1.5129
0.00774,-1.2587
0.00776,-1.9205
0.00778,-0.62069
0.0078,-2.0625
0.00782,-0.64464
0.00784,-1.9608
0.00786,-0.9496
0.00788,-0.63276
0.0079,-0.48262
0.00792,-0.41562
0.00794,-0.71571
0.00796,0.12423
0.00798,-0.60631
0.008,0.1471
0.00802,-0.23116
0.00804,0.22605
0.00806,-0.31072
0.00808,-0.39328
0.0081,-0.31792
0.00812,-0.79048
0.00814,0.063742
0.00816,-0.72062
0.00818,0.19205
0.0082,-0.13637
0.00822,0.20246
0.00824,-0.056156
0.00826,-0.476
0.00828,-0.23135
0.0083,-1.0904
0.00832,0.12512
0.00834,-0.71372
0.00836,-0.031637
0.00838,-0.3196
0.0084,-0.16992
0.00842,-0.051295
0.00844,-0.39124
0.00846,0.32309
0.00848,-0.94563
0.0085,-0.41538
0.00852,-1.4427
0.00854,-0.82208
0.00856,-0.71944
0.00858,-0.49965
0.0086,0.35075
0.00862,0.3349
0.00864,0.77793
0.00866,0.02469
0.00868,0.54617
0.0087,0.3444
0.00872,0.87828
0.00874,0.56642
0.00876,-0.0082483
0.00878,0.41358
0.0088,-0.27845
0.00882,0.53777
0.00884,-0.12596
0.00886,0.86954
0.00888,-0.015993
0.0089,-0.18065
0.00892,0.11382
0.00894,0.14208
0.00896,0.15133
0.00898,-0.82376
0.009,-0.043325
0.00902,-0.58446
0.00904,0.1789
0.00906,-0.36997
0.00908,-0.12549
0.0091,0.017009
0.00912,-0.24615
0.00914,-0.040795
0.00916,-0.88551
0.00918,-0.48736
0.0092,-0.67157
0.00922,0.1327
0.00924,-0.70053
0.00926,-0.75784
0.00928,-0.09991
0.0093,-0.084304
0.00932,-0.12386
0.00934,-0.87216
0.00936,-0.19796
0.00938,-0.8564
0.0094,-0.11737
0.00942,-0.1592
0.00944,0.1567
0.00946,-0.07383
0.00948,-0.68316
0.0095,0.13354
0.00952,-0.23686
0.00954,0.15307
0.00956,-0.37332
0.00958,-0.47894
0.0096,-0.73508
0.00962,-0.63915
0.00964,0.35868
0.00966,0.28824
0.00968,0.42392
0.0097,0.1407
0.00972,0.42555
0.00974,0.46216
0.00976,0.44775
0.00978,0.48275
0.0098,0.086829
0.00982,0.38633
0.00984,0.0059058
0.00986,0.38115
0.00988,0.18942
0.0099,0.79328
0.00992,0.76852
0.00994,0.66839
0.00996,0.50132
0.00998,0.26293
0.01,0.41177
0.01002,0.23326
0.01004,0.84829
0.01006,0.371
0.01008,0.6378
0.0101,0.536
0.01012,0.49425
0.01014,0.793
0.01016,0.67654
0.01018,0.87936
0.0102,0.50556
0.01022,0.77351
0.01024,0.59484
0.01026,0.93015
0.01028,0.82146
0.0103,0.5651
0.01032,0.54739
0.01034,0.42776
0.01036,0.76527
0.01038,0.23805
0.0104,0.67058
0.01042,0.71646
0.01044,0.92485
0.01046,0.73996
0.01048,0.31745
0.0105,0.47748
0.01052,-0.09571
0.01054,0.34559
0.01056,0.050526
0.01058,0.38035
0.0106,-0.25591
0.01062,-0.82257
0.01064,-0.26406
0.01066,-0.67316
0.01068,-0.17719
0.0107,-0.73143
0.01072,-0.11157
0.01074,-0.040352
0.01076,0.26223
0.01078,0.16591
0.0108,0.1761
0.01082,0.4235
0.01084,0.43953
0.01086,0.67775
0.01088,0.36089
0.0109,0.82807
0.01092,0.10209
0.01094,0.11826
0.01096,0.091871
0.01098,-0.24498
0.011,0.057262
0.01102,-0.739
0.01104,-0.12222
0.01106,-0.76026
0.01108,-0.1046
0.0111,-0.18802
0.01112,-0.2936
0.01114,0.10633
0.01116,-0.60746
0.01118,-0.095401
0.0112,-0.81483
0.01122,-0.16532
0.01124,-0.51805
0.01126,-0.21398
0.01128,-0.25165
0.0113,-0.66277
0.01132,-0.090257
0.01134,-0.6375
0.01136,0.069426
0.01138,-0.82351
0.0114,-0.35705
0.01142,-0.6856
0.01144,-0.80942
0.01146,-0.40931
0.01148,-0.60182
0.0115,0.18205
0.01152,-0.65774
0.01154,0.10884
0.01156,-0.47827
0.01158,-0.067138
0.0116,-0.46058
0.01162,-0.46158
0.01164,-0.069482
0.01166,-0.96439
0.01168,-0.12711
0.0117,-1.1917
0.01172,-0.48001
0.01174,-0.95705
0.01176,-0.63083
0.01178,-0.47861
0.0118,-1.2011
0.01182,-0.19914
0.01184,-1.63
0.01186,-0.22337
0.01188,-1.2411
0.0119,-0.4538
0.01192,-0.90147
0.01194,-1.0825
0.01196,-0.49529
0.01198,-1.249
0.012,-0.084182
0.01202,-0.95718
0.01204,0.096437
0.01206,-0.64955
0.01208,-0.15401
0.0121,-0.18104
0.01212,-0.2005
0.01214,0.056749
0.01216,-0.46399
0.01218,0.16749
0.0122,-0.48493
0.01222,0.26668
0.01224,-0.17482
0.01226,0.14968
0.01228,-0.0029309
0.0123,-0.17888
0.01232,0.4296
0.01234,-0.65669
0.01236,0.28016
0.01238,-0.54709
0.0124,0.044418
0.01242,-0.095466
0.01244,-0.0098153
0.01246,0.19482
0.01248,-0.17039
0.0125,0.56161
0.01252,-0.30706
0.01254,0.52126
0.01256,-0.44424
0.01258,0.14147
0.0126,-0.0030658
0.01262,-0.03009
0.01264,0.33487
0.01266,-0.43916
0.01268,0.34982
0.0127,-0.48449
0.01272,0.46013
0.01274,-0.11181
0.01276,-0.11302
0.01278,-0.19258
0.0128,-0.49031
0.01282,0.44498
0.01284,-0.80002
0.01286,0.3859
0.01288,-0.76589
0.0129,0.32122
0.01292,-0.27102
0.01294,-0.36894
0.01296,0.083368
0.01298,-0.91658
0.013,0.25502
0.01302,-1.0655
0.01304,0.18084
0.01306,-0.42999
0.01308,0.27406
0.0131,-0.10154
0.01312,-0.072231
0.01314,0.38961
0.01316,-0.33897
0.01318,0.13229
0.0132,-0.92017
0.01322,0.32545
0.01324,-0.38156
0.01326,-0.2847
0.01328,-0.20496
0.0133,-0.4362
0.01332,0.32107
0.01334,-0.56747
0.01336,0.3702
0.01338,-0.94807
0.0134,0.29532
0.01342,-0.47881
0.01344,-0.06491
0.01346,0.21788
0.01348,-0.35786
0.0135,0.64647
0.01352,-0.088864
0.01354,0.93549
0.01356,-0.21584
0.01358,0.16924
0.0136,-0.39226
0.01362,-0.26607
0.01364,0.28172
0.01366,-0.49674
0.01368,0.4843
0.0137,-0.52989
0.01372,0.65495
0.01374,-0.56017
0.01376,-0.089551
0.01378,-0.46818
0.0138,-0.53311
0.01382,0.50343
0.01384,-0.80867
0.01386,0.34421
0.01388,-0.36767
0.0139,0.52284
0.01392,-0.21128
0.01394,0.0017507
0.01396,0.087138
0.01398,-0.54814
0.014,0.519
0.01402,-0.55639
0.01404,0.51043
0.01406,-0.87819
0.01408,0.075938
0.0141,-0.056927
0.01412,0.16996
0.01414,0.39117
0.01416,-0.65496
0.01418,0.23131
0.0142,-0.47838
0.01422,0.42854
0.01424,-0.18254
0.01426,0.42419
0.01428,-0.1919
0.0143,-0.24268
0.01432,0.48013
0.01434,-0.14692
0.01436,0.66049
0.01438,-0.14448
0.0144,0.29039
0.01442,-0.23959
0.01444,0.1517
0.01446,-0.036608
0.01448,0.048201
0.0145,0.43188
0.01452,-0.43268
0.01454,0.17192
0.01456,-0.57812
0.01458,0.48642
0.0146,0.012533
0.01462,0.32605
0.01464,0.38287
0.01466,0.34203
0.01468,0.57704
0.0147,0.10649
0.01472,0.68339
0.01474,0.17252
0.01476,0.37026
0.01478,-0.038669
0.0148,-0.11954
0.01482,0.0087571
0.01484,-0.29927
0.01486,0.21018
0.01488,-0.44627
0.0149,0.11572
0.01492,-0.019988
0.01494,-0.11986
0.01496,-0.48251
0.01498,-0.89459
0.015,-0.23275
0.01502,-1.2395
0.01504,-0.22396
0.01506,-1.1534
0.01508,-0.68323
0.0151,-0.97625
0.01512,-0.83933
0.01514,-0.67005
0.01516,-1.3374
0.01518,-0.58248
0.0152,-1.0414
0.01522,-0.25873
0.01524,-0.8051
0.01526,-0.46193
0.01528,-0.17757
0.0153,-0.44916
0.01532,-0.062052
0.01534,-0.71992
0.01536,0.16771
0.01538,-0.32927
0.0154,0.12654
0.01542,-0.47135
0.01544,-0.53686
0.01546,-0.37232
0.01548,-0.90513
0.0155,-0.44415
0.01552,-1.0503
0.01554,0.034606
0.01556,-0.62762
0.01558,0.06782
0.0156,-0.26163
0.01562,-0.46294
0.01564,0.0022838
0.01566,-0.37738
0.01568,0.010812
0.0157,-0.99882
0.01572,-0.26447
0.01574,-1.1051
0.01576,-0.66399
0.01578,-0.91637
0.0158,-0.90653
0.01582,-0.439
0.01584,-1.2063
0.01586,-0.13066
0.01588,-0.7223
0.0159,-0.012346
0.01592,-0.66268
0.01594,-0.51369
0.01596,0.0099709
0.01598,-0.14883
0.016,0.22174
0.01602,0.23136
0.01604,0.5095
0.01606,0.18388
0.01608,0.57777
0.0161,0.1379
0.01612,0.295
0.01614,0.42158
0.01616,0.22061
0.01618,0.28266
0.0162,0.34134
0.01622,0.29545
0.01624,-0.3517
0.01626,0.11408
0.01628,0.046801
0.0163,0.0028168
0.01632,-0.28253
0.01634,-0.57141
0.01636,-0.38448
0.01638,-0.63909
0.0164,-0.2124
0.01642,-0.44029
0.01644,0.094581
0.01646,-0.023539
0.01648,-0.12791
0.0165,-0.17275
0.01652,-0.4825
0.01654,-0.13857
0.01656,-0.91225
0.01658,-0.35046
0.0166,-0.93337
0.01662,-0.6164
0.01664,-0.42769
0.01666,-0.99918
0.01668,-0.44931
0.0167,-1.1008
0.01672,-0.54197
0.01674,-1.0285
0.01676,-0.37383
0.01678,-0.83954
0.0168,-0.46459
0.01682,-0.4038
0.01684,-1.0539
0.01686,-0.3711
0.01688,-0.98982
0.0169,-0.48324
0.01692,-1.4588
0.01694,-0.70276
0.01696,-1.1741
0.01698,-1.0957
0.017,-0.92579
0.01702,-1.5374
0.01704,-0.84395
0.01706,-1.3083
0.01708,-0.26478
0.0171,-0.68344
0.01712,0.2942
0.01714,-0.3589
0.01716,-0.80677
0.01718,-0.64517
0.0172,-1.356
0.01722,-0.33165
0.01724,-0.47933
0.01726,0.080369
0.01728,-0.91092
0.0173,-0.58693
0.01732,-0.4635
0.01734,-0.97624
0.01736,-0.3839
0.01738,-0.92596
0.0174,-0.29608
0.01742,-0.55913
0.01744,0.19988
0.01746,-0.17762
0.01748,-0.39295
0.0175,-0.41989
0.01752,-1.017
0.01754,0.071738
0.01756,-0.68997
0.01758,-0.060832
0.0176,-0.86401
0.01762,-0.70292
0.01764,-0.22945
0.01766,-0.20504
0.01768,0.35525
0.0177,-0.59339
0.01772,-0.015441
0.01774,-0.13842
0.01776,0.27029
0.01778,-0.53303
0.0178,-0.053093
0.01782,-0.64502
0.01784,-0.52284
0.01786,0.10629
0.01788,-0.4233
0.0179,0.026231
0.01792,-0.80305
0.01794,-0.041142
0.01796,-0.32614
0.01798,0.15084
0.018,0.64502
0.01802,0.17803
0.01804,0.49096
0.01806,-0.29474
0.01808,0.2043
0.0181,-0.13047
0.01812,0.20247
0.01814,-0.22084
0.01816,0.18451
0.01818,0.43728
0.0182,0.51394
0.01822,0.7073
0.01824,0.078134
0.01826,0.75147
0.01828,0.60679
0.0183,1.0626
0.01832,0.40523
0.01834,0.63249
0.01836,0.55496
0.01838,0.31529
0.0184,0.91579
0.01842,0.37402
0.01844,0.44456
0.01846,0.32465
0.01848,0.60769
0.0185,0.33979
0.01852,0.58951
0.01854,1.003
0.01856,0.84483
0.01858,1.3238
0.0186,1.2033
0.01862,1.3549
0.01864,1.0446
0.01866,1.1224
0.01868,1.2434
0.0187,1.1423
0.01872,1.1814
0.01874,0.89774
0.01876,1.1297
0.01878,0.83204
0.0188,1.2034
0.01882,1.3057
0.01884,1.3362
0.01886,1.0814
0.01888,1.2406
0.0189,1.3491
0.01892,1.0197
0.01894,1.2646
0.01896,1.1518
0.01898,1.1869
0.019,0.87474
0.01902,0.78322
0.01904,0.85347
0.01906,0.28418
0.01908,0.73079
0.0191,0.090137
0.01912,0.50262
0.01914,-0.15545
0.01916,0.061019
0.01918,0.22276
0.0192,0.36003
0.01922,0.92479
0.01924,0.149
0.01926,0.73606
0.01928,-0.25033
0.0193,0.2744
0.01932,0.18044
0.01934,0.61853
0.01936,0.79119
0.01938,0.38719
0.0194,0.83963
0.01942,0.30895
0.01944,1.1979
0.01946,0.40327
0.01948,0.82165
0.0195,0.63345
0.01952,0.51441
0.01954,0.7503
0.01956,0.10941
0.01958,0.95867
0.0196,0.44091
0.01962,1.1082
0.01964,0.63526
0.01966,0.73334
0.01968,0.85415
0.0197,0.33228
0.01972,0.86996
0.01974,0.16965
0.01976,0.8193
0.01978,0.095653
0.0198,0.67566
0.01982,0.2532
0.01984,0.35154
0.01986,0.61509
0.01988,0.046634
0.0199,0.42101
0.01992,0.11598
0.01994,0.66349
0.01996,-0.4471
0.01998,0.18008
0.02,0.22365
0.02002,0.55461
0.02004,0.90273
0.02006,0.88722
0.02008,1.3737
0.0201,1.0226
0.02012,1.3353
0.02014,1.1317
0.02016,1.3085
0.02018,1.2167
0.0202,1.1693
0.02022,1.3022
0.02024,1.2501
0.02026,1.5234
0.02028,1.1106
0.0203,1.1398
0.02032,0.82368
0.02034,1.0014
0.02036,0.91512
0.02038,0.87334
0.0204,0.92918
0.02042,0.79823
0.02044,1.0706
0.02046,0.61688
0.02048,0.8324
0.0205,0.5279
0.02052,0.67382
0.02054,0.52647
0.02056,0.55341
0.02058,0.93545
0.0206,0.67705
0.02062,0.95894
0.02064,0.62101
0.02066,0.65432
0.02068,0.28463
0.0207,0.34036
0.02072,0.56454
0.02074,0.003048
0.02076,0.43472
0.02078,-0.58821
0.0208,0.084736
0.02082,-0.051269
0.02084,0.04569
0.02086,0.2252
0.02088,-0.41508
0.0209,0.47585
0.02092,-0.35552
0.02094,0.394
0.02096,-0.056664
0.02098,0.38006
0.021,-0.27323
0.02102,-0.50189
0.02104,-0.34009
0.02106,-0.92995
0.02108,-0.014548
0.0211,-0.42466
0.02112,0.27094
0.02114,0.14677
0.02116,0.63942
0.02118,0.22928
0.0212,0.38853
0.02122,0.83703
0.02124,0.78878
0.02126,0.91932
0.02128,0.49157
0.0213,0.76719
0.02132,0.44968
0.02134,0.59785
0.02136,0.54157
0.02138,0.52728
0.0214,0.76831
0.02142,0.58201
0.02144,0.79689
0.02146,0.45647
0.02148,0.89003
0.0215,0.54287
0.02152,0.69095
0.02154,0.53003
0.02156,0.093778
0.02158,0.67768
0.0216,0.30619
0.02162,1.05
0.02164,0.4831
0.02166,0.62485
0.02168,0.30724
0.0217,-0.30335
0.02172,0.21945
0.02174,-0.61613
0.02176,0.12845
0.02178,-0.58611
0.0218,0.16931
0.02182,-0.47023
0.02184,-0.17076
0.02186,-0.048277
0.02188,-0.80155
0.0219,-0.017432
0.02192,-0.81605
0.02194,0.043975
0.02196,-0.19705
0.02198,0.36021
0.022,0.021717
0.02202,0.32564
0.02204,0.32963
0.02206,-0.087136
0.02208,-0.034045
0.0221,-0.60257
0.02212,0.47481
0.02214,-0.044269
0.02216,0.27517
0.02218,0.33835
0.0222,0.37053
0.02222,0.30529
0.02224,-0.45364
0.02226,0.455
0.02228,-0.046016
0.0223,0.56188
0.02232,0.097939
0.02234,0.43988
0.02236,0.35682
0.02238,-0.097077
0.0224,0.010196
0.02242,-0.5619
0.02244,0.13553
0.02246,-0.73691
0.02248,0.11856
0.0225,-0.40524
0.02252,-0.25053
0.02254,-0.096904
0.02256,-0.58474
0.02258,0.20367
0.0226,-0.723
0.02262,0.153
0.02264,-0.7375
0.02266,-0.18517
0.02268,-0.36535
0.0227,-0.14973
0.02272,0.20538
0.02274,-0.40616
0.02276,0.18252
0.02278,-0.74428
0.0228,0.24416
0.02282,-0.48124
0.02284,0.050905
0.02286,-0.20041
0.02288,-0.51787
0.0229,0.018865
0.02292,-0.45918
0.02294,0.20507
0.02296,-0.52207
0.02298,0.31309
0.023,-0.20283
0.02302,-0.11035
0.02304,0.19865
0.02306,-0.43408
0.02308,0.27284
0.0231,-0.58173
0.02312,0.31006
0.02314,-0.81827
0.02316,-0.7283
0.02318,-0.34122
0.0232,-0.29199
0.02322,0.16517
0.02324,-0.20935
0.02326,0.48875
0.02328,-0.1446
0.0233,0.6246
0.02332,0.52843
0.02334,0.84223
0.02336,0.82318
0.02338,0.97565
0.0234,0.89939
0.02342,0.62122
0.02344,0.48389
0.02346,0.097072
0.02348,0.63167
0.0235,0.34307
0.02352,0.46376
0.02354,0.16581
0.02356,0.12001
0.02358,0.48781
0.0236,0.24071
0.02362,0.71373
0.02364,0.49484
0.02366,0.57168
0.02368,0.44393
0.0237,0.54173
0.02372,0.32156
0.02374,0.10096
0.02376,0.63086
0.02378,0.15673
0.0238,0.47309
0.02382,0.15069
0.02384,0.29308
0.02386,0.1391
0.02388,-0.0032584
0.0239,0.22243
0.02392,-0.43137
0.02394,0.16273
0.02396,-0.6169
0.02398,-0.13994
0.024,-0.70958
0.02402,-0.44785
0.02404,-0.17885
0.02406,-0.53017
0.02408,-0.2164
0.0241,-0.87845
0.02412,-0.33897
0.02414,-0.96168
0.02416,-0.43925
0.02418,-0.78963
0.0242,-0.80457
0.02422,-0.45086
0.02424,-1.1
0.02426,-0.013225
0.02428,-0.82717
0.0243,0.015121
0.02432,-1.029
0.02434,-0.91625
0.02436,-0.99699
0.02438,-1.599
0.0244,-0.84393
0.02442,-1.9634
0.02444,-0.44822
0.02446,-1.7492
0.02448,-0.73144
0.0245,-1.1204
0.02452,-0.8242
0.02454,-0.037321
0.02456,-0.47973
0.02458,0.093059
0.0246,-0.89766
0.02462,-0.054352
0.02464,-0.53682
0.02466,-0.1548
0.02468,-0.41201
0.0247,-0.4936
0.02472,-0.43326
0.02474,-0.90628
0.02476,-0.096628
0.02478,-0.7452
0.0248,0.24191
0.02482,-0.14202
0.02484,0.16765
0.02486,-0.17366
0.02488,-0.517
0.0249,-0.3042
0.02492,-1.0727
0.02494,0.23863
0.02496,-0.35161
0.02498,-0.039061
0.025,-0.72365
0.02502,-0.67617
0.02504,-0.44068
0.02506,-0.78341
0.02508,-0.10707
0.0251,-0.75422
0.02512,0.1094
0.02514,-0.58016
0.02516,-0.10846
0.02518,-0.58198
0.0252,-0.30358
0.02522,0.18636
0.02524,-0.34301
0.02526,0.53699
0.02528,-0.054153
0.0253,0.44412
0.02532,0.17276
0.02534,0.70312
0.02536,0.62836
0.02538,0.2218
0.0254,0.40135
0.02542,-0.44401
0.02544,0.43965
0.02546,-0.31993
0.02548,0.21068
0.0255,-0.3549
0.02552,-0.28744
0.02554,-0.51367
0.02556,-0.63597
0.02558,0.12248
0.0256,-0.57299
0.02562,0.29935
0.02564,-0.6014
0.02566,-0.097655
0.02568,-0.037764
0.0257,-0.31123
0.02572,-0.15234
0.02574,-0.61684
0.02576,-0.091407
0.02578,-0.77405
0.0258,0.098389
0.02582,-0.40669
0.02584,-0.32174
0.02586,-0.44068
0.02588,-0.0034318
0.0259,-0.20556
0.02592,-0.57439
0.02594,-0.18306
0.02596,-0.74357
0.02598,-0.12025
0.026,-1.0517
0.02602,-0.24838
0.02604,-0.21466
0.02606,-0.15215
0.02608,-0.020251
0.0261,-0.68645
0.02612,0.12435
0.02614,-0.75097
0.02616,-0.14633
0.02618,-0.93915
0.0262,-0.65974
0.02622,-0.34737
0.02624,-0.93687
0.02626,-0.23656
0.02628,-0.80826
0.0263,-0.069116
0.02632,-0.73517
0.02634,-0.17002
0.02636,-0.11286
0.02638,-0.14864
0.0264,-0.9379
0.02642,-0.86845
0.02644,0.18368
0.02646,-0.45905
0.02648,0.49041
0.0265,0.054251
0.02652,0.087016
0.02654,-0.21136
0.02656,0.080253
0.02658,0.18959
0.0266,-0.088061
0.02662,0.74981
0.02664,0.032641
0.02666,0.23482
0.02668,-0.18789
0.0267,0.29601
0.02672,0.31922
0.02674,0.4697
